created,favorite_count,full_text,retweet_count,tweet_id,timestamp,expanded_urls,rating_numerator,rating_denominator,name,dog_stage,jpg_url,p1_dog,breed,confidence_level
2017-07-19 00:47:34,69871,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,18781,887473957103951883,2017-07-19 00:47:34,"https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1",13,10,Canela,None,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,True,Pembroke,80.92
2017-07-17 16:17:36,35859,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,8084,886983233522544640,2017-07-17 16:17:36,"https://twitter.com/dog_rates/status/886983233522544640/photo/1,https://twitter.com/dog_rates/status/886983233522544640/photo/1",13,10,Maya,None,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,True,Chihuahua,79.35
2017-07-15 23:25:31,21524,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,3316,886366144734445568,2017-07-15 23:25:31,"https://twitter.com/dog_rates/status/886366144734445568/photo/1,https://twitter.com/dog_rates/status/886366144734445568/photo/1",12,10,Roscoe,NoneNonepupperNone,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,True,French_bulldog,99.92
2017-07-15 16:17:19,28469,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,6523,886258384151887873,2017-07-15 16:17:19,https://twitter.com/dog_rates/status/886258384151887873/photo/1,13,10,Waffles,None,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,True,pug,94.36
2017-07-14 22:10:11,33382,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,7097,885984800019947520,2017-07-14 22:10:11,https://twitter.com/dog_rates/status/885984800019947520/photo/1,12,10,Jimbo,None,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,True,Blenheim_spaniel,97.25
2017-07-11 00:00:02,24765,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,5100,884562892145688576,2017-07-11 00:00:02,https://twitter.com/dog_rates/status/884562892145688576/photo/1,13,10,Kevin,None,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,True,pug,54.64
2017-07-09 00:00:04,22349,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,3586,883838122936631299,2017-07-09 00:00:04,https://twitter.com/dog_rates/status/883838122936631299/photo/1,12,10,Noah,None,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,True,Doberman,61.09
2017-07-08 00:28:19,46860,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",10407,883482846933004288,2017-07-08 00:28:19,"https://twitter.com/dog_rates/status/883482846933004288/photo/1,https://twitter.com/dog_rates/status/883482846933004288/photo/1",5,10,Bella,None,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,True,golden_retriever,94.31
2017-07-07 16:22:55,22986,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,3825,883360690899218434,2017-07-07 16:22:55,https://twitter.com/dog_rates/status/883360690899218434/photo/1,13,10,Grizzwald,NoneflooferNoneNone,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,True,chow,98.8
2017-07-06 00:46:41,28903,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,5134,882762694511734784,2017-07-06 00:46:41,https://twitter.com/dog_rates/status/882762694511734784/photo/1,12,10,Gus,NoneNonepupperNone,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,True,Labrador_retriever,85.0
2017-07-05 15:48:34,28382,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,6342,882627270321602560,2017-07-05 15:48:34,https://twitter.com/dog_rates/status/882627270321602560/photo/1,13,10,Stanley,None,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,True,Pembroke,54.3
2017-07-04 16:01:23,45880,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,12118,882268110199369728,2017-07-04 16:01:23,"https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1",13,10,Alfy,None,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,True,golden_retriever,76.22
2017-06-29 16:39:47,29075,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,6546,880465832366813184,2017-06-29 16:39:47,"https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1",12,10,Bella,None,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,True,golden_retriever,91.33
2017-06-28 00:42:13,22667,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,3642,879862464715927552,2017-06-28 00:42:13,"https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1",13,10,Romeo,None,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,True,basset,81.35
2017-06-25 16:07:47,19317,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,2812,879008229531029506,2017-06-25 16:07:47,https://twitter.com/dog_rates/status/879008229531029506/photo/1,13,10,Beau,None,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,True,vizsla,96.05
2017-06-25 00:45:22,19763,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,4319,878776093423087618,2017-06-25 00:45:22,"https://twitter.com/dog_rates/status/878776093423087618/photo/1,https://twitter.com/dog_rates/status/878776093423087618/photo/1",13,10,Snoopy,NoneNoneNonepuppo,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,True,Italian_greyhound,73.47
2017-06-23 01:10:23,42876,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,7181,878057613040115712,2017-06-23 01:10:23,"https://twitter.com/dog_rates/status/878057613040115712/photo/1,https://twitter.com/dog_rates/status/878057613040115712/photo/1",14,10,Emmy,None,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,True,French_bulldog,83.91
2017-06-22 03:54:17,71144,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,17300,877736472329191424,2017-06-22 03:54:17,"https://twitter.com/dog_rates/status/877736472329191424/photo/1,https://twitter.com/dog_rates/status/877736472329191424/photo/1",13,10,Aja,None,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,True,Chesapeake_Bay_retriever,83.8
2017-06-21 15:58:08,23258,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,3994,877556246731214848,2017-06-21 15:58:08,https://twitter.com/dog_rates/status/877556246731214848/photo/1,12,10,Penny,None,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,True,basset,99.54
2017-06-20 16:29:50,27755,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,5880,877201837425926144,2017-06-20 16:29:50,"https://twitter.com/dog_rates/status/877201837425926144/photo/1,https://twitter.com/dog_rates/status/877201837425926144/photo/1",12,10,Nelly,None,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,True,Pembroke,93.11
2017-06-19 16:24:33,21125,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,3506,876838120628539392,2017-06-19 16:24:33,"https://twitter.com/dog_rates/status/876838120628539392/photo/1,https://twitter.com/dog_rates/status/876838120628539392/photo/1",12,10,Ginger,NoneNonepupperNone,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,True,bloodhound,57.58
2017-06-18 16:57:37,19163,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,2511,876484053909872640,2017-06-18 16:57:37,https://twitter.com/dog_rates/status/876484053909872640/photo/1,13,10,Benedict,None,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,True,golden_retriever,87.46
2017-06-17 16:52:05,28490,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",4903,876120275196170240,2017-06-17 16:52:05,https://twitter.com/dog_rates/status/876120275196170240/photo/1,13,10,Venti,None,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,True,Bernese_mountain_dog,53.43
2017-06-16 16:11:53,25773,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",4497,875747767867523072,2017-06-16 16:11:53,https://twitter.com/dog_rates/status/875747767867523072/photo/1,13,10,Goose,None,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,True,Labrador_retriever,79.96
2017-06-13 17:29:20,28439,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,4875,874680097055178752,2017-06-13 17:29:20,https://twitter.com/dog_rates/status/874680097055178752/photo/1,12,10,Cash,None,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,True,Labrador_retriever,83.61
2017-06-11 21:18:31,35501,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo https://t.co/XBE0evJZ6V",11007,874012996292530176,2017-06-11 21:18:31,"https://twitter.com/dog_rates/status/874012996292530176/photo/1,https://twitter.com/dog_rates/status/874012996292530176/photo/1",13,10,Sebastian,NoneNoneNonepuppo,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,True,Cardigan,80.67
2017-06-09 16:22:42,7467,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ",1667,873213775632977920,2017-06-09 16:22:42,"https://www.gofundme.com/help-my-baby-sierra-get-better,https://twitter.com/dog_rates/status/873213775632977920/photo/1,https://twitter.com/dog_rates/status/873213775632977920/photo/1",12,10,Sierra,NoneNonepupperNone,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,True,vizsla,61.98
2017-06-07 01:19:32,35085,This is Harry. His ears are activated one at a time. Incredibly rare to witness in person. Very special moment here. 13/10 blessed as h*ck https://t.co/ejHvGDfWoa,6649,872261713294495745,2017-06-07 01:19:32,"https://twitter.com/dog_rates/status/872261713294495745/photo/1,https://twitter.com/dog_rates/status/872261713294495745/photo/1",13,10,Harry,None,https://pbs.twimg.com/media/DBrlZk2UQAAfAkd.jpg,True,Labrador_retriever,97.2
2017-06-04 23:56:03,20730,This is Napolean. He's a Raggedy East Nicaraguan Zoom Zoom. Runs on one leg. Built for deception. No eyes. Good with kids. 12/10 great doggo https://t.co/PR7B7w1rUw,3628,871515927908634625,2017-06-04 23:56:03,"https://twitter.com/dog_rates/status/871515927908634625/photo/1,https://twitter.com/dog_rates/status/871515927908634625/photo/1",12,10,Napolean,doggoNoneNoneNone,https://pbs.twimg.com/media/DBg_HT9WAAEeIMM.jpg,True,komondor,97.48
2017-06-02 15:00:16,12819,"This is Cody. He zoomed too aggressively and tore his ACL. Happens to the best of us. Still 13/10

Help Cody here: https://t.co/4hxnDOt1CV https://t.co/42ryYRQ2Q4",2817,870656317836468226,2017-06-02 15:00:16,"https://www.gofundme.com/help-fix-codys-torn-acl,https://twitter.com/dog_rates/status/870656317836468226/photo/1,https://twitter.com/dog_rates/status/870656317836468226/photo/1,https://twitter.com/dog_rates/status/870656317836468226/photo/1,https://twitter.com/dog_rates/status/870656317836468226/photo/1",13,10,Cody,None,https://pbs.twimg.com/media/DBUxSSTXsAA-Jn1.jpg,True,Pembroke,94.55
2017-06-01 20:18:38,85011,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental science destroy it. 13/10 https://t.co/T1xlgaPujm,27680,870374049280663552,2017-06-01 20:18:38,https://twitter.com/dog_rates/status/870374049280663552/photo/1,13,10,Zoey,None,https://pbs.twimg.com/media/DBQwlFCXkAACSkI.jpg,True,golden_retriever,84.1
2017-06-01 16:00:09,22453,"This is Rumble, but he's not ready to. Would rather fall asleep in his bath bucket. 13/10 would attempt a boop without waking https://t.co/MVQCzrF1g9",4384,870308999962521604,2017-06-01 16:00:09,"https://twitter.com/dog_rates/status/870308999962521604/photo/1,https://twitter.com/dog_rates/status/870308999962521604/photo/1",13,10,Rumble,None,https://pbs.twimg.com/media/DBP1asiUAAEKZI5.jpg,True,Greater_Swiss_Mountain_dog,62.28
2017-05-31 04:27:59,43710,"This is Dewey (pronounced ""covfefe""). He's having a good walk. Arguably the best walk. 13/10 would snug softly https://t.co/HciEaJkC4D",10663,869772420881756160,2017-05-31 04:27:59,https://twitter.com/dog_rates/status/869772420881756160/photo/1,13,10,Dewey,None,https://pbs.twimg.com/media/DBINZcxXgAQ-R6P.jpg,True,Pembroke,98.01
2017-05-30 23:51:58,29116,Meet Stanley. He likes road trips. Will shift for you. One ear more effective than other. 13/10 we don't leave until you buckle pup Stanley https://t.co/vmCu3PFCQq,6728,869702957897576449,2017-05-30 23:51:58,https://twitter.com/dog_rates/status/869702957897576449/photo/1,13,10,Stanley,None,https://pbs.twimg.com/media/DBHOOfOXoAABKlU.jpg,True,Pembroke,99.34
2017-05-30 16:49:31,16476,This is Scout. He just graduated. Officially a doggo now. Have fun with taxes and losing sight of your ambitions. 12/10 would throw cap for https://t.co/DsA2hwXAJo,3327,869596645499047938,2017-05-30 16:49:31,"https://twitter.com/dog_rates/status/869596645499047938/photo/1,https://twitter.com/dog_rates/status/869596645499047938/photo/1",12,10,Scout,doggoNoneNoneNone,https://pbs.twimg.com/media/DBFtiYqWAAAsjj1.jpg,True,Chihuahua,95.52
2017-05-29 16:24:37,21112,This is Gizmo. His favorite thing is standing pupright like a hooman. Sneaky tongue slip status achieved. 13/10 would boop well https://t.co/IoR3n1fiiQ,4023,869227993411051520,2017-05-29 16:24:37,https://twitter.com/dog_rates/status/869227993411051520/photo/1,13,10,Gizmo,None,https://pbs.twimg.com/media/DBAePiVXcAAqHSR.jpg,True,Pembroke,66.42
2017-05-25 16:10:44,35179,Meet Harold.  He's h*ckin cooperative. 13/10 good work Harold https://t.co/ZYg3NZGICa,7788,867774946302451713,2017-05-25 16:10:44,"https://twitter.com/dog_rates/status/867774946302451713/photo/1,https://twitter.com/dog_rates/status/867774946302451713/photo/1",13,10,Harold,None,https://pbs.twimg.com/media/DAr0tDZXUAEMvdu.jpg,True,Border_collie,66.2
2017-05-24 16:44:18,16755,This is Shikha. She just watched you drop a skittle on the ground and still eat it. Could not be less impressed. 12/10 superior puppo https://t.co/XZlZKd73go,2697,867421006826221569,2017-05-24 16:44:18,https://twitter.com/dog_rates/status/867421006826221569/photo/1,12,10,Shikha,NoneNoneNonepuppo,https://pbs.twimg.com/media/DAmyy8FXYAIH8Ty.jpg,True,Eskimo_dog,61.65
2017-05-22 16:06:55,20070,This is Lili. She can't believe you betrayed her with bath time. Never looking you in the eye again. 12/10 would puppologize profusely https://t.co/9b9J46E86Z,3727,866686824827068416,2017-05-22 16:06:55,"https://twitter.com/dog_rates/status/866686824827068416/photo/1,https://twitter.com/dog_rates/status/866686824827068416/photo/1",12,10,Lili,None,https://pbs.twimg.com/media/DAcXEWuXkAIBDGJ.jpg,True,flat-coated_retriever,51.47
2017-05-22 00:28:40,106827,"This is Jamesy. He gives a kiss to every other pupper he sees on his walk. 13/10 such passion, much tender https://t.co/wk7TfysWHr",32883,866450705531457537,2017-05-22 00:28:40,"https://twitter.com/dog_rates/status/866450705531457537/photo/1,https://twitter.com/dog_rates/status/866450705531457537/photo/1",13,10,Jamesy,NoneNonepupperNone,https://pbs.twimg.com/media/DAZAUfBXcAAG_Nn.jpg,True,French_bulldog,90.53
2017-05-21 16:48:45,54720,This is Coco. At first I thought she was a cloud but clouds don't bork with such passion. 12/10 would hug softly https://t.co/W86h5dgR6c,15546,866334964761202691,2017-05-21 16:48:45,"https://twitter.com/dog_rates/status/866334964761202691/photo/1,https://twitter.com/dog_rates/status/866334964761202691/photo/1",12,10,Coco,None,https://pbs.twimg.com/media/DAXXDQNXgAAoYQH.jpg,True,Samoyed,98.41
2017-05-19 23:57:46,26640,"Meet Boomer. He's just checking pup on you. Hopes you had a good day. If not, he hopes he made it better. 13/10 extremely good boy https://t.co/pozUoHLkGg",6008,865718153858494464,2017-05-19 23:57:46,https://twitter.com/dog_rates/status/865718153858494464/photo/1,13,10,Boomer,None,https://pbs.twimg.com/media/DAOmEZiXYAAcv2S.jpg,True,golden_retriever,67.37
2017-05-19 00:12:11,27530,This is Sammy. Her tongue ejects without warning sometimes. It's a serious condition. Needs a hefty dose from a BlepiPen. 13/10 https://t.co/g20EmqK7vc,5384,865359393868664832,2017-05-19 00:12:11,"https://twitter.com/dog_rates/status/865359393868664832/photo/1,https://twitter.com/dog_rates/status/865359393868664832/photo/1",13,10,Sammy,None,https://pbs.twimg.com/media/DAJfxqGVoAAnvQt.jpg,True,Chesapeake_Bay_retriever,83.24
2017-05-16 00:41:21,15195,This is Meatball. He doing what's known in the industry as a mid-strut mlem. H*ckin fancy boy. 12/10 I'd do anything for Meatball https://t.co/S2HdmFFPck,3266,864279568663928832,2017-05-16 00:41:21,"https://twitter.com/dog_rates/status/864279568663928832/photo/1,https://twitter.com/dog_rates/status/864279568663928832/photo/1",12,10,Meatball,None,https://pbs.twimg.com/media/C_6JrWZVwAAHhCD.jpg,True,bull_mastiff,66.86
2017-05-15 19:14:50,31459,This is Paisley. She ate a flower just to prove she could. Savage af. 13/10 would pet so well https://t.co/cPq9fYvkzr,9616,864197398364647424,2017-05-15 19:14:50,"https://twitter.com/dog_rates/status/864197398364647424/photo/1,https://twitter.com/dog_rates/status/864197398364647424/photo/1,https://twitter.com/dog_rates/status/864197398364647424/photo/1,https://twitter.com/dog_rates/status/864197398364647424/photo/1",13,10,Paisley,None,https://pbs.twimg.com/media/C_4-8iPV0AA1Twg.jpg,True,golden_retriever,94.59
2017-05-13 16:33:49,24829,This is Belle. She's never been more pupset. Encountered the worst imaginable type of zone. 12/10 would do anything to cheer pup https://t.co/fGQUzR8w3H,5664,863432100342583297,2017-05-13 16:33:49,https://twitter.com/dog_rates/status/863432100342583297/photo/1,12,10,Belle,None,https://pbs.twimg.com/media/C_uG6eAUAAAvMvR.jpg,True,Staffordshire_bullterrier,69.05
2017-05-12 16:05:02,8945,"Say hello to Quinn. She's quite the goofball. Not even a year old. Confirmed 13/10 but she really needs your help 

https://t.co/MOBkQnyHib https://t.co/EsOB4rLEKt",2687,863062471531167744,2017-05-12 16:05:02,"https://www.gofundme.com/helpquinny,https://twitter.com/dog_rates/status/863062471531167744/photo/1,https://twitter.com/dog_rates/status/863062471531167744/photo/1,https://twitter.com/dog_rates/status/863062471531167744/photo/1,https://twitter.com/dog_rates/status/863062471531167744/photo/1",13,10,Quinn,None,https://pbs.twimg.com/media/C_o2vKCUwAAgtOp.jpg,True,French_bulldog,93.58
2017-05-08 00:54:59,37744,This is Hobbes. He's never seen bubbles before. 13/10 deep breaths buddy https://t.co/QFRlbZw4Z1,11528,861383897657036800,2017-05-08 00:54:59,https://twitter.com/dog_rates/status/861383897657036800/photo/1,13,10,Hobbes,None,https://pbs.twimg.com/media/C_RAFTxUAAAbXjV.jpg,True,Cardigan,77.1
2017-05-05 18:36:06,7878,"Meet Lorenzo. He's an avid nifty hat wearer and absolute 13/10, but he needs your help to beat cancer. Link below

https://t.co/qZdSdzm08p https://t.co/oDIQ1KkdPt",2334,860563773140209665,2017-05-05 18:36:06,"https://www.gofundme.com/help-lorenzo-beat-cancer,https://twitter.com/dog_rates/status/860563773140209665/photo/1,https://twitter.com/dog_rates/status/860563773140209665/photo/1",13,10,Lorenzo,None,https://pbs.twimg.com/media/C_FWL0vVwAA13N7.jpg,True,Cardigan,58.39
2017-04-30 00:02:42,22640,This is Sophie. She just arrived. Used pawority shipping. Speedy as h*ck delivery. 13/10 would carefully assemble https://t.co/8jOC4zhNxy,5271,858471635011153920,2017-04-30 00:02:42,https://twitter.com/dog_rates/status/858471635011153920/photo/1,13,10,Sophie,None,https://pbs.twimg.com/media/C-nnZBdXkAAB-wg.jpg,True,Pembroke,98.74
2017-04-28 23:57:28,16524,This is Wyatt. He had an interview earlier today. Was just told he didn't get the job. A h*ckin injustice. Still 12/10 keep your chin pup https://t.co/QXA4sCXSDF,3154,858107933456039936,2017-04-28 23:57:28,https://twitter.com/dog_rates/status/858107933456039936/photo/1,12,10,Wyatt,None,https://pbs.twimg.com/media/C-icm_WXUAAmuRR.jpg,True,golden_retriever,86.39
2017-04-28 00:00:54,36021,Meet Thor. He doesn't have finals because he's a dog but is pupset you have finals. Just wants to play. 13/10 would abandon education for https://t.co/7IFn3rkJai,11524,857746408056729600,2017-04-28 00:00:54,"https://twitter.com/dog_rates/status/857746408056729600/photo/1,https://twitter.com/dog_rates/status/857746408056729600/photo/1,https://twitter.com/dog_rates/status/857746408056729600/photo/1",13,10,Thor,None,https://pbs.twimg.com/media/C-dTzBzXUAQRjYz.jpg,True,Labrador_retriever,91.98
2017-04-26 16:00:39,21041,This is Oscar and Oliver. Oliver shrunk Oscar. Oscar isn't pleased about it. Quite pupset tbh. Oliver doesn't seem to mind. Both 13/10 https://t.co/e3U4NReleC,4934,857263160327368704,2017-04-26 16:00:39,https://twitter.com/dog_rates/status/857263160327368704/photo/1,13,10,Oscar,None,https://pbs.twimg.com/media/C-WcS4MXoAADrBU.jpg,True,Samoyed,99.8
2017-04-26 00:33:27,19910,This is Zeke. He performs group cheeky wink tutorials. Pawfect execution here. 12/10 would wink back https://t.co/uMH5CLjXJu,4364,857029823797047296,2017-04-26 00:33:27,"https://twitter.com/dog_rates/status/857029823797047296/photo/1,https://twitter.com/dog_rates/status/857029823797047296/photo/1",12,10,Zeke,None,https://pbs.twimg.com/media/C-TIEwMW0AEjb55.jpg,True,golden_retriever,96.86
